Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01010187.1, Mean Length: 7058.0
Chromosome: PYGN01017106.1, Mean Length: 2630.0
Chromosome: PYGN01011146.1, Mean Length: 9679.0
Chromosome: PYGN01019862.1, Mean Length: 1108.0
Chromosome: PYGN01007201.1, Mean Length: 12540.0
Chromosome: PYGN01006334.1, Mean Length: 10914.0
Chromosome: PYGN01015728.1, Mean Length: 4419.0
Chromosome: PYGN01010618.1, Mean Length: 7407.0
Chromosome: PYGN01022559.1, Mean Length: 2028.0
Chromosome: PYGN01008251.1, Mean Length: 12410.0
Chromosome: PYGN01014411.1, Mean Length: 3967.0
Chromosome: PYGN01010262.1, Mean Length: 7775.0
Chromosome: PYGN01024153.1, Mean Length: 1186.0
Chromosome: PYGN01010567.1, Mean Length: 5612.0
Chromosome: PYGN01009120.1, Mean Length: 4228.0
Chromosome: PYGN01020051.1, Mean Length: 1414.0
Chromosome: PYGN01012979.1, Mean Length: 1716.0
Chromosome: PYGN01014624.1, Mean Length: 4325.0
Chromosome: PYGN01023603.1, Mean Length: 1330.0
Chromosome: PYGN01024216.1, Mean Length: 4490.0
Chromosome: PYGN01024666.1, Mean Length: 3941.0
Chromosome: PYGN01007044.1, Mean Length: 7402.0
Chromosome: PYGN01016170.1, Mean Length: 3238.0
Chromosome: PYGN01019579.1, Mean Length: 1293.0
Chromosome: PYGN01005067.1, Mean Length: 29724.0
Chromosome: PYGN01017368.1, Mean Length: 3779.0
Chromosome: PYGN01012668.1, Mean Length: 3442.0
Chromosome: PYGN01022347.1, Mean Length: 2144.0
Chromosome: PYGN01005029.1, Mean Length: 13709.0
Chromosome: PYGN01011338.1, Mean Length: 5059.0
Chromosome: PYGN01007499.1, Mean Length: 14235.0
Chromosome: PYGN01008876.1, Mean Length: 10375.0
Chromosome: PYGN01009865.1, Mean Length: 3624.0
Chromosome: PYGN01024314.1, Mean Length: 1436.0
Chromosome: PYGN01003241.1, Mean Length: 35582.0
Chromosome: PYGN01016231.1, Mean Length: 1869.0
Chromosome: PYGN01002248.1, Mean Length: 34592.0
Chromosome: PYGN01011567.1, Mean Length: 4466.0
Chromosome: PYGN01021304.1, Mean Length: 1040.0
Chromosome: PYGN01021285.1, Mean Length: 1508.0
Chromosome: PYGN01002517.1, Mean Length: 48436.0
Chromosome: PYGN01021370.1, Mean Length: 1197.0
Chromosome: PYGN01011780.1, Mean Length: 7910.0
Chromosome: PYGN01003326.1, Mean Length: 32754.0
Chromosome: PYGN01018565.1, Mean Length: 1309.0
Chromosome: PYGN01003749.1, Mean Length: 5299.5
Chromosome: PYGN01019242.1, Mean Length: 1460.0
Chromosome: PYGN01023678.1, Mean Length: 1131.0
Chromosome: PYGN01021619.1, Mean Length: 1263.0
Chromosome: PYGN01019558.1, Mean Length: 2138.0
Chromosome: PYGN01004190.1, Mean Length: 18395.0
Chromosome: PYGN01015233.1, Mean Length: 6621.0
Chromosome: PYGN01016260.1, Mean Length: 4814.0
Chromosome: PYGN01013155.1, Mean Length: 2922.0
Chromosome: PYGN01010540.1, Mean Length: 7511.0
Chromosome: PYGN01010157.1, Mean Length: 9002.0
Chromosome: PYGN01008140.1, Mean Length: 11143.0
Chromosome: PYGN01006695.1, Mean Length: 12015.0
Chromosome: PYGN01023402.1, Mean Length: 1439.0
Chromosome: PYGN01023224.1, Mean Length: 1671.0
Chromosome: PYGN01009896.1, Mean Length: 3926.0
Chromosome: PYGN01021073.1, Mean Length: 2746.0
Chromosome: PYGN01021692.1, Mean Length: 1219.0
Chromosome: PYGN01019312.1, Mean Length: 1425.0
Chromosome: PYGN01024775.1, Mean Length: 3586.0
Chromosome: PYGN01008320.1, Mean Length: 4495.0
Chromosome: PYGN01019588.1, Mean Length: 1512.0
Chromosome: PYGN01023464.1, Mean Length: 2078.0
Chromosome: PYGN01008765.1, Mean Length: 5862.0
Chromosome: PYGN01000599.1, Mean Length: 53361.5
Chromosome: PYGN01000013.1, Mean Length: 144872.32432432432
Chromosome: PYGN01014986.1, Mean Length: 3145.0
Chromosome: PYGN01021578.1, Mean Length: 1108.0
Chromosome: PYGN01000163.1, Mean Length: 27918.064516129034
Chromosome: PYGN01003902.1, Mean Length: 8909.5
Chromosome: PYGN01005923.1, Mean Length: 20258.0
Chromosome: PYGN01006175.1, Mean Length: 7443.0
Chromosome: PYGN01005356.1, Mean Length: 11237.0
Chromosome: PYGN01012873.1, Mean Length: 4197.0
Chromosome: PYGN01017496.1, Mean Length: 4157.0
Chromosome: PYGN01010484.1, Mean Length: 1170.5
Chromosome: PYGN01002320.1, Mean Length: 8653.5
Chromosome: PYGN01023319.1, Mean Length: 1224.0
Chromosome: PYGN01007412.1, Mean Length: 7445.0
Chromosome: PYGN01002198.1, Mean Length: 20291.0
Chromosome: PYGN01000612.1, Mean Length: 80710.45454545454
Chromosome: PYGN01011782.1, Mean Length: 5416.0
Chromosome: PYGN01012274.1, Mean Length: 6869.0
Chromosome: PYGN01014188.1, Mean Length: 3818.0
Chromosome: PYGN01021364.1, Mean Length: 1062.0
Chromosome: PYGN01017051.1, Mean Length: 2829.0
Chromosome: PYGN01006475.1, Mean Length: 14210.0
Chromosome: PYGN01009196.1, Mean Length: 6256.0
Chromosome: PYGN01014205.1, Mean Length: 3368.0
Chromosome: PYGN01013673.1, Mean Length: 3595.0
Chromosome: PYGN01019873.1, Mean Length: 1484.0
Chromosome: PYGN01024119.1, Mean Length: 1400.0
Chromosome: PYGN01010437.1, Mean Length: 3458.0
Chromosome: PYGN01021153.1, Mean Length: 1359.0
Chromosome: PYGN01015656.1, Mean Length: 2314.0
Chromosome: PYGN01003690.1, Mean Length: 19543.0
Chromosome: PYGN01002016.1, Mean Length: 157596.0
Chromosome: PYGN01022418.1, Mean Length: 1177.0
Chromosome: PYGN01023296.1, Mean Length: 1680.0
Chromosome: PYGN01000497.1, Mean Length: 62630.1
Chromosome: PYGN01018384.1, Mean Length: 15536.0
Chromosome: PYGN01022034.1, Mean Length: 1069.0
Chromosome: PYGN01003251.1, Mean Length: 22397.0
Chromosome: PYGN01009070.1, Mean Length: 7896.0
Chromosome: PYGN01010003.1, Mean Length: 3148.0
Chromosome: PYGN01006202.1, Mean Length: 6706.0
Chromosome: PYGN01021082.1, Mean Length: 1655.0
Chromosome: PYGN01021085.1, Mean Length: 1412.0
Chromosome: PYGN01014830.1, Mean Length: 6893.0
Chromosome: PYGN01016817.1, Mean Length: 3508.0
Chromosome: PYGN01009797.1, Mean Length: 3859.0
Chromosome: PYGN01005263.1, Mean Length: 9156.0
Chromosome: PYGN01019155.1, Mean Length: 3072.0
Chromosome: PYGN01000381.1, Mean Length: 57368.92857142857
Chromosome: PYGN01002936.1, Mean Length: 55786.0
Chromosome: PYGN01015465.1, Mean Length: 4524.0
Chromosome: PYGN01009381.1, Mean Length: 2254.5
Chromosome: PYGN01012575.1, Mean Length: 1576.0
Chromosome: PYGN01010720.1, Mean Length: 5746.0
Chromosome: PYGN01013394.1, Mean Length: 2760.0
Chromosome: PYGN01017401.1, Mean Length: 3082.0
Chromosome: PYGN01001032.1, Mean Length: 57919.875
Chromosome: PYGN01003372.1, Mean Length: 30847.0
Chromosome: PYGN01014308.1, Mean Length: 4463.0
Chromosome: PYGN01001442.1, Mean Length: 63527.0
Chromosome: PYGN01019901.1, Mean Length: 1200.0
Chromosome: PYGN01001168.1, Mean Length: 374717.0
Chromosome: PYGN01004915.1, Mean Length: 9400.0
Chromosome: PYGN01003295.1, Mean Length: 31068.0
Chromosome: PYGN01002305.1, Mean Length: 111798.0
Chromosome: PYGN01021296.1, Mean Length: 1065.0
Chromosome: PYGN01002382.1, Mean Length: 50008.0
Chromosome: PYGN01007812.1, Mean Length: 6323.0
Chromosome: PYGN01007013.1, Mean Length: 15599.0
Chromosome: PYGN01023808.1, Mean Length: 1297.0
Chromosome: PYGN01010938.1, Mean Length: 5061.0
Chromosome: PYGN01000278.1, Mean Length: 60840.4
Chromosome: PYGN01024175.1, Mean Length: 6048.0
Chromosome: PYGN01024445.1, Mean Length: 6576.0
Chromosome: PYGN01007439.1, Mean Length: 6336.0
Chromosome: PYGN01024193.1, Mean Length: 1063.0
Chromosome: PYGN01023706.1, Mean Length: 3534.0
Chromosome: PYGN01009537.1, Mean Length: 7367.0
Chromosome: PYGN01022544.1, Mean Length: 1609.0
Chromosome: PYGN01012420.1, Mean Length: 5161.0
Chromosome: PYGN01011120.1, Mean Length: 5262.0
Chromosome: PYGN01005752.1, Mean Length: 10908.0
Chromosome: PYGN01010256.1, Mean Length: 8387.0
Chromosome: PYGN01008963.1, Mean Length: 7524.0
Chromosome: PYGN01002733.1, Mean Length: 99520.0
Chromosome: PYGN01009834.1, Mean Length: 6313.0
Chromosome: PYGN01016132.1, Mean Length: 6966.0
Chromosome: PYGN01006926.1, Mean Length: 8261.0
Chromosome: PYGN01008778.1, Mean Length: 10802.0
Chromosome: PYGN01021921.1, Mean Length: 7289.0
Chromosome: PYGN01009583.1, Mean Length: 5534.0
Chromosome: PYGN01015963.1, Mean Length: 6543.0
Chromosome: PYGN01001829.1, Mean Length: 88042.25
Chromosome: PYGN01004951.1, Mean Length: 13004.0
Chromosome: PYGN01000927.1, Mean Length: 65513.22222222222
Chromosome: PYGN01017115.1, Mean Length: 2651.0
Chromosome: PYGN01011682.1, Mean Length: 7650.0
Chromosome: PYGN01007309.1, Mean Length: 11863.0
Chromosome: PYGN01016643.1, Mean Length: 3121.0
Chromosome: PYGN01005867.1, Mean Length: 17335.0
Chromosome: PYGN01020733.1, Mean Length: 1061.0
Chromosome: PYGN01018533.1, Mean Length: 1716.0
Chromosome: PYGN01014920.1, Mean Length: 4106.0
Chromosome: PYGN01007303.1, Mean Length: 5664.0
Chromosome: PYGN01004478.1, Mean Length: 14076.0
Chromosome: PYGN01020088.1, Mean Length: 1201.0
Chromosome: PYGN01005160.1, Mean Length: 10495.0
Chromosome: PYGN01000950.1, Mean Length: 114383.0
Chromosome: PYGN01001499.1, Mean Length: 27087.222222222223
Chromosome: PYGN01023654.1, Mean Length: 1092.0
Chromosome: PYGN01017222.1, Mean Length: 7619.0
Chromosome: PYGN01013209.1, Mean Length: 3695.0
Chromosome: PYGN01011272.1, Mean Length: 2357.0
Chromosome: PYGN01002322.1, Mean Length: 198094.0
Chromosome: PYGN01016861.1, Mean Length: 1472.0
Chromosome: PYGN01020090.1, Mean Length: 1424.0
Chromosome: PYGN01013051.1, Mean Length: 7198.0
Chromosome: PYGN01023417.1, Mean Length: 1357.0
Chromosome: PYGN01001070.1, Mean Length: 478823.0
Chromosome: PYGN01006037.1, Mean Length: 9966.0
Chromosome: PYGN01001325.1, Mean Length: 39179.333333333336
Chromosome: PYGN01000487.1, Mean Length: 55248.25
Chromosome: PYGN01004126.1, Mean Length: 19250.0
Chromosome: PYGN01016308.1, Mean Length: 3258.0
Chromosome: PYGN01023469.1, Mean Length: 1075.0
Chromosome: PYGN01011853.1, Mean Length: 5539.5
Chromosome: PYGN01013080.1, Mean Length: 4203.0
Chromosome: PYGN01002133.1, Mean Length: 59744.5
Chromosome: PYGN01006014.1, Mean Length: 11348.0
Chromosome: PYGN01019698.1, Mean Length: 12043.0
Chromosome: PYGN01005456.1, Mean Length: 41773.0
Chromosome: PYGN01020836.1, Mean Length: 1353.0
Chromosome: PYGN01021626.1, Mean Length: 1142.0
Chromosome: PYGN01003769.1, Mean Length: 21897.0
Chromosome: PYGN01012689.1, Mean Length: 4588.0
Chromosome: PYGN01004064.1, Mean Length: 16003.0
Chromosome: PYGN01014207.1, Mean Length: 4882.0
Chromosome: PYGN01008716.1, Mean Length: 8418.0
Chromosome: PYGN01007861.1, Mean Length: 9556.0
Chromosome: PYGN01019635.1, Mean Length: 1167.0
Chromosome: PYGN01013481.1, Mean Length: 4464.0
Chromosome: PYGN01018104.1, Mean Length: 1476.0
Chromosome: PYGN01012234.1, Mean Length: 9000.0
Chromosome: PYGN01009800.1, Mean Length: 6158.0
Chromosome: PYGN01022359.1, Mean Length: 1331.0
Chromosome: PYGN01004681.1, Mean Length: 5019.5
Chromosome: PYGN01011423.1, Mean Length: 6811.0
Chromosome: PYGN01005827.1, Mean Length: 8534.0
Chromosome: PYGN01010389.1, Mean Length: 4459.0
Chromosome: PYGN01018657.1, Mean Length: 3253.0
Chromosome: PYGN01021200.1, Mean Length: 6019.0
Chromosome: PYGN01021810.1, Mean Length: 1610.0
Chromosome: PYGN01006535.1, Mean Length: 7049.0
Chromosome: PYGN01019031.1, Mean Length: 1221.0
Chromosome: PYGN01021885.1, Mean Length: 1769.0
Chromosome: PYGN01015571.1, Mean Length: 3474.0
Chromosome: PYGN01017504.1, Mean Length: 3217.0
Chromosome: PYGN01008786.1, Mean Length: 2365.5
Chromosome: PYGN01002238.1, Mean Length: 18654.0
Chromosome: PYGN01009012.1, Mean Length: 6936.0
Chromosome: PYGN01024019.1, Mean Length: 3088.0
Chromosome: PYGN01011688.1, Mean Length: 7210.0
Chromosome: PYGN01021765.1, Mean Length: 4106.0
Chromosome: PYGN01009851.1, Mean Length: 5181.0
Chromosome: PYGN01004820.1, Mean Length: 6617.0
Chromosome: PYGN01015195.1, Mean Length: 2707.0
Chromosome: PYGN01015064.1, Mean Length: 4471.0
Chromosome: PYGN01017049.1, Mean Length: 3696.0
Chromosome: PYGN01021289.1, Mean Length: 3651.0
Chromosome: PYGN01023999.1, Mean Length: 1708.0
Chromosome: PYGN01000563.1, Mean Length: 100676.28571428571
Chromosome: PYGN01004601.1, Mean Length: 21904.0
Chromosome: PYGN01017878.1, Mean Length: 7394.0
Chromosome: PYGN01001151.1, Mean Length: 49380.5
Chromosome: PYGN01020240.1, Mean Length: 1293.0
Chromosome: PYGN01018014.1, Mean Length: 1075.0
Chromosome: PYGN01002506.1, Mean Length: 49035.5
Chromosome: PYGN01005680.1, Mean Length: 9014.0
Chromosome: PYGN01023556.1, Mean Length: 1004.0
Chromosome: PYGN01023211.1, Mean Length: 1472.0
Chromosome: PYGN01003926.1, Mean Length: 27097.0
Chromosome: PYGN01018451.1, Mean Length: 1065.0
Chromosome: PYGN01021044.1, Mean Length: 1574.0
Chromosome: PYGN01012746.1, Mean Length: 3740.0
Chromosome: PYGN01000969.1, Mean Length: 44001.444444444445
Chromosome: PYGN01000032.1, Mean Length: 47859.51111111111
Chromosome: PYGN01015794.1, Mean Length: 5418.0
Chromosome: PYGN01011971.1, Mean Length: 4933.0
Chromosome: PYGN01019701.1, Mean Length: 1101.0
Chromosome: PYGN01008437.1, Mean Length: 5370.0
Chromosome: PYGN01021399.1, Mean Length: 1955.0
Chromosome: PYGN01001121.1, Mean Length: 44653.6
Chromosome: PYGN01017182.1, Mean Length: 3932.0
Chromosome: PYGN01003012.1, Mean Length: 7975.0
Chromosome: PYGN01022571.1, Mean Length: 1501.0
Chromosome: PYGN01020055.1, Mean Length: 1148.0
Chromosome: PYGN01003517.1, Mean Length: 19595.0
Chromosome: PYGN01022884.1, Mean Length: 1160.0
Chromosome: PYGN01006651.1, Mean Length: 7197.5
Chromosome: PYGN01016511.1, Mean Length: 3917.0
Chromosome: PYGN01010149.1, Mean Length: 5680.0
Chromosome: PYGN01014327.1, Mean Length: 1679.0
Chromosome: PYGN01002927.1, Mean Length: 28098.0
Chromosome: PYGN01020197.1, Mean Length: 1110.0
Chromosome: PYGN01011208.1, Mean Length: 1572.0
Chromosome: PYGN01003565.1, Mean Length: 18382.0
Chromosome: PYGN01012858.1, Mean Length: 2976.0
Chromosome: PYGN01009159.1, Mean Length: 12081.0
Chromosome: PYGN01024300.1, Mean Length: 1197.0
Chromosome: PYGN01017236.1, Mean Length: 10702.0
Chromosome: PYGN01019563.1, Mean Length: 1429.0
Chromosome: PYGN01024546.1, Mean Length: 1452.0
Chromosome: PYGN01002460.1, Mean Length: 45841.75
Chromosome: PYGN01015893.1, Mean Length: 4538.0
Chromosome: PYGN01014177.1, Mean Length: 3315.0
Chromosome: PYGN01009933.1, Mean Length: 14815.0
Chromosome: PYGN01014780.1, Mean Length: 1347.0
Chromosome: PYGN01022827.1, Mean Length: 2319.0
Chromosome: PYGN01007564.1, Mean Length: 5683.0
Chromosome: PYGN01015210.1, Mean Length: 4516.0
Chromosome: PYGN01018342.1, Mean Length: 2782.0
Chromosome: PYGN01006973.1, Mean Length: 5744.0
Chromosome: PYGN01001648.1, Mean Length: 131505.5
Chromosome: PYGN01003925.1, Mean Length: 22333.0
Chromosome: PYGN01015144.1, Mean Length: 4878.0
Chromosome: PYGN01013216.1, Mean Length: 4977.0
Chromosome: PYGN01005199.1, Mean Length: 28567.0
Chromosome: PYGN01000431.1, Mean Length: 37908.05
Chromosome: PYGN01018483.1, Mean Length: 1225.0
Chromosome: PYGN01016065.1, Mean Length: 3086.0
Chromosome: PYGN01014482.1, Mean Length: 1106.0
Chromosome: PYGN01024739.1, Mean Length: 1230.0
Chromosome: PYGN01011950.1, Mean Length: 3064.0
Chromosome: PYGN01016148.1, Mean Length: 2697.0
Chromosome: PYGN01008490.1, Mean Length: 6826.0
Chromosome: PYGN01019317.1, Mean Length: 2400.0
Chromosome: PYGN01014390.1, Mean Length: 2696.0
Chromosome: PYGN01004668.1, Mean Length: 27815.0
Chromosome: PYGN01008387.1, Mean Length: 10461.0
Chromosome: PYGN01022622.1, Mean Length: 2916.0
Chromosome: PYGN01007174.1, Mean Length: 19830.0
Chromosome: PYGN01019853.1, Mean Length: 1791.0
Chromosome: PYGN01005659.1, Mean Length: 10227.0
Chromosome: PYGN01016588.1, Mean Length: 4375.0
Chromosome: PYGN01021781.1, Mean Length: 1066.0
Chromosome: PYGN01020178.1, Mean Length: 1585.0
Chromosome: PYGN01009969.1, Mean Length: 7710.0
Chromosome: PYGN01008945.1, Mean Length: 6511.0
Chromosome: PYGN01018949.1, Mean Length: 1154.0
Chromosome: PYGN01015744.1, Mean Length: 3787.0
Chromosome: PYGN01012949.1, Mean Length: 4116.0
Chromosome: PYGN01006327.1, Mean Length: 5120.0
Chromosome: PYGN01005287.1, Mean Length: 10831.0
Chromosome: PYGN01020463.1, Mean Length: 1640.0
Chromosome: PYGN01006933.1, Mean Length: 12153.0
Chromosome: PYGN01015065.1, Mean Length: 4192.0
Chromosome: PYGN01020929.1, Mean Length: 5587.0
Chromosome: PYGN01016664.1, Mean Length: 6916.0
Chromosome: PYGN01011696.1, Mean Length: 3272.0
Chromosome: PYGN01013878.1, Mean Length: 2674.0
Chromosome: PYGN01022022.1, Mean Length: 1294.0
Chromosome: PYGN01000279.1, Mean Length: 142118.3
Chromosome: PYGN01019951.1, Mean Length: 1172.0
Chromosome: PYGN01003884.1, Mean Length: 14384.0
Chromosome: PYGN01020622.1, Mean Length: 1066.0
Chromosome: PYGN01022698.1, Mean Length: 1893.0
Chromosome: PYGN01008262.1, Mean Length: 5649.0
Chromosome: PYGN01012714.1, Mean Length: 1618.0
Chromosome: PYGN01014875.1, Mean Length: 2266.0
Chromosome: PYGN01018862.1, Mean Length: 1075.0
Chromosome: PYGN01014295.1, Mean Length: 8931.0
Chromosome: PYGN01002245.1, Mean Length: 19965.166666666668
Chromosome: PYGN01000219.1, Mean Length: 41269.0
Chromosome: PYGN01004059.1, Mean Length: 20075.0
Chromosome: PYGN01022223.1, Mean Length: 1183.0
Chromosome: PYGN01020151.1, Mean Length: 1251.0
Chromosome: PYGN01024215.1, Mean Length: 6513.0
Chromosome: PYGN01004768.1, Mean Length: 13875.0
Chromosome: PYGN01014775.1, Mean Length: 1870.0
Chromosome: PYGN01000072.1, Mean Length: 24747.38
Chromosome: PYGN01018613.1, Mean Length: 6253.0
Chromosome: PYGN01023285.1, Mean Length: 1338.0
Chromosome: PYGN01009912.1, Mean Length: 13380.0
Chromosome: PYGN01022110.1, Mean Length: 1004.0
Chromosome: PYGN01007521.1, Mean Length: 14171.0
Chromosome: PYGN01018067.1, Mean Length: 1750.0
Chromosome: PYGN01017007.1, Mean Length: 1782.0
Chromosome: PYGN01022542.1, Mean Length: 2172.0
Chromosome: PYGN01022534.1, Mean Length: 5041.0
Chromosome: PYGN01005897.1, Mean Length: 12997.0
Chromosome: PYGN01000508.1, Mean Length: 19988.04
Chromosome: PYGN01003466.1, Mean Length: 22792.0
Chromosome: PYGN01010062.1, Mean Length: 6381.0
Chromosome: PYGN01009335.1, Mean Length: 8957.0
Chromosome: PYGN01011755.1, Mean Length: 1678.0
Chromosome: PYGN01001568.1, Mean Length: 182833.0
Chromosome: PYGN01010667.1, Mean Length: 5790.0
Chromosome: PYGN01015092.1, Mean Length: 4285.0
Chromosome: PYGN01001496.1, Mean Length: 34086.71428571428
Chromosome: PYGN01010853.1, Mean Length: 3693.0
Chromosome: PYGN01012361.1, Mean Length: 2444.0
Chromosome: PYGN01013532.1, Mean Length: 4223.0
Chromosome: PYGN01008064.1, Mean Length: 9577.0
Chromosome: PYGN01019069.1, Mean Length: 1225.0
Chromosome: PYGN01010811.1, Mean Length: 10981.0
Chromosome: PYGN01009020.1, Mean Length: 6327.0
Chromosome: PYGN01010657.1, Mean Length: 2956.0
Chromosome: PYGN01007274.1, Mean Length: 15385.0
Chromosome: PYGN01019711.1, Mean Length: 1031.0
Chromosome: PYGN01017109.1, Mean Length: 4619.0
Chromosome: PYGN01002924.1, Mean Length: 36502.0
Chromosome: PYGN01009211.1, Mean Length: 6979.0
Chromosome: PYGN01017018.1, Mean Length: 2730.0
Chromosome: PYGN01017154.1, Mean Length: 5991.0
Chromosome: PYGN01017452.1, Mean Length: 9032.0
Chromosome: PYGN01007693.1, Mean Length: 7283.0
Chromosome: PYGN01017499.1, Mean Length: 3528.0
Chromosome: PYGN01002091.1, Mean Length: 45928.333333333336
Chromosome: PYGN01015081.1, Mean Length: 3743.0
Chromosome: PYGN01023162.1, Mean Length: 1529.0
Chromosome: PYGN01020190.1, Mean Length: 1467.0
Chromosome: PYGN01009465.1, Mean Length: 7352.0
Chromosome: PYGN01021893.1, Mean Length: 1844.0
Chromosome: PYGN01007545.1, Mean Length: 9858.0
Chromosome: PYGN01004549.1, Mean Length: 17371.0
Chromosome: PYGN01005922.1, Mean Length: 11859.0
Chromosome: PYGN01014362.1, Mean Length: 4163.0
Chromosome: PYGN01020358.1, Mean Length: 975.0
Chromosome: PYGN01015675.1, Mean Length: 4645.0
Chromosome: PYGN01015348.1, Mean Length: 4593.0
Chromosome: PYGN01002092.1, Mean Length: 100537.0
Chromosome: PYGN01016129.1, Mean Length: 4612.0
Chromosome: PYGN01007436.1, Mean Length: 8885.0
Chromosome: PYGN01024530.1, Mean Length: 992.0
Chromosome: PYGN01008018.1, Mean Length: 9368.0
Chromosome: PYGN01010511.1, Mean Length: 3368.0
Chromosome: PYGN01003027.1, Mean Length: 19460.5
Chromosome: PYGN01022977.1, Mean Length: 2605.0
Chromosome: PYGN01004301.1, Mean Length: 17604.0
Chromosome: PYGN01015830.1, Mean Length: 3118.0
Chromosome: PYGN01011887.1, Mean Length: 4638.0
Chromosome: PYGN01015754.1, Mean Length: 3376.0
Chromosome: PYGN01024635.1, Mean Length: 1467.0
Chromosome: PYGN01003450.1, Mean Length: 25690.0
Chromosome: PYGN01017103.1, Mean Length: 3599.0
Chromosome: PYGN01016732.1, Mean Length: 4294.0
Chromosome: PYGN01015574.1, Mean Length: 2515.0
Chromosome: PYGN01015669.1, Mean Length: 2348.0
Chromosome: PYGN01009873.1, Mean Length: 6031.0
Chromosome: PYGN01023711.1, Mean Length: 5932.0
Chromosome: PYGN01024806.1, Mean Length: 1318.0
Chromosome: PYGN01006744.1, Mean Length: 9771.0
Chromosome: PYGN01020390.1, Mean Length: 1458.0
Chromosome: PYGN01001300.1, Mean Length: 33315.5
Chromosome: PYGN01009481.1, Mean Length: 4271.0
Chromosome: PYGN01012693.1, Mean Length: 8435.0
Chromosome: PYGN01010220.1, Mean Length: 4128.0
Chromosome: PYGN01002276.1, Mean Length: 41281.333333333336
Chromosome: PYGN01015422.1, Mean Length: 5193.0
Chromosome: PYGN01008691.1, Mean Length: 6647.0
Chromosome: PYGN01024441.1, Mean Length: 1350.0
Chromosome: PYGN01000164.1, Mean Length: 61198.03703703704
Chromosome: PYGN01001856.1, Mean Length: 17030.88888888889
Chromosome: PYGN01014917.1, Mean Length: 6396.0
Chromosome: PYGN01019240.1, Mean Length: 1281.0
Chromosome: PYGN01007927.1, Mean Length: 5084.0
Chromosome: PYGN01023041.1, Mean Length: 2308.0
Chromosome: PYGN01021291.1, Mean Length: 3063.0
Chromosome: PYGN01019764.1, Mean Length: 1381.0
Chromosome: PYGN01014969.1, Mean Length: 3547.0
Chromosome: PYGN01004716.1, Mean Length: 19769.0
Chromosome: PYGN01022910.1, Mean Length: 5806.0
Chromosome: PYGN01010949.1, Mean Length: 4354.0
Chromosome: PYGN01019723.1, Mean Length: 1537.0
Chromosome: PYGN01016200.1, Mean Length: 3828.0
Chromosome: PYGN01016334.1, Mean Length: 5107.0
Chromosome: PYGN01021850.1, Mean Length: 1691.0
Chromosome: PYGN01018216.1, Mean Length: 1098.0
Chromosome: PYGN01017773.1, Mean Length: 4366.0
Chromosome: PYGN01002896.1, Mean Length: 51645.0
Chromosome: PYGN01004350.1, Mean Length: 17924.0
Chromosome: PYGN01009884.1, Mean Length: 4058.0
Chromosome: PYGN01011082.1, Mean Length: 6241.0
Chromosome: PYGN01020693.1, Mean Length: 1396.0
Chromosome: PYGN01008500.1, Mean Length: 4757.0
Chromosome: PYGN01007517.1, Mean Length: 7355.0
Chromosome: PYGN01004191.1, Mean Length: 20426.0
Chromosome: PYGN01013276.1, Mean Length: 4253.0
Chromosome: PYGN01011296.1, Mean Length: 6159.0
Chromosome: PYGN01010106.1, Mean Length: 10283.0
Chromosome: PYGN01009004.1, Mean Length: 5487.0
Chromosome: PYGN01022840.1, Mean Length: 1219.0
Chromosome: PYGN01022046.1, Mean Length: 2703.0
Chromosome: PYGN01022395.1, Mean Length: 1689.0
Chromosome: PYGN01022313.1, Mean Length: 1176.0
Chromosome: PYGN01019690.1, Mean Length: 1979.0
Chromosome: PYGN01023652.1, Mean Length: 1431.0
Chromosome: PYGN01018215.1, Mean Length: 2854.0
Chromosome: PYGN01005747.1, Mean Length: 11928.0
Chromosome: PYGN01021271.1, Mean Length: 1497.0
Chromosome: PYGN01001134.1, Mean Length: 23463.5
Chromosome: PYGN01022021.1, Mean Length: 1326.0
Chromosome: PYGN01000524.1, Mean Length: 34443.333333333336
Chromosome: PYGN01020829.1, Mean Length: 1555.0
Chromosome: PYGN01000902.1, Mean Length: 110213.14285714286
Chromosome: PYGN01013315.1, Mean Length: 4943.0
Chromosome: PYGN01021397.1, Mean Length: 3609.0
Chromosome: PYGN01010912.1, Mean Length: 6647.0
Chromosome: PYGN01008276.1, Mean Length: 13171.0
Chromosome: PYGN01005766.1, Mean Length: 9707.0
Chromosome: PYGN01008505.1, Mean Length: 11771.0
Chromosome: PYGN01003960.1, Mean Length: 17361.5
Chromosome: PYGN01015734.1, Mean Length: 3047.0
Chromosome: PYGN01000388.1, Mean Length: 69707.5
Chromosome: PYGN01023345.1, Mean Length: 1689.0
Chromosome: PYGN01004765.1, Mean Length: 19560.0
Chromosome: PYGN01009438.1, Mean Length: 4345.0
Chromosome: PYGN01016364.1, Mean Length: 4830.0
Chromosome: PYGN01010666.1, Mean Length: 6084.0
Chromosome: PYGN01000574.1, Mean Length: 53844.46153846154
Chromosome: PYGN01021124.1, Mean Length: 2266.0
Chromosome: PYGN01013512.1, Mean Length: 4021.0
Chromosome: PYGN01014672.1, Mean Length: 3287.0
Chromosome: PYGN01019471.1, Mean Length: 1132.0
Chromosome: PYGN01013270.1, Mean Length: 4825.0
Chromosome: PYGN01014530.1, Mean Length: 2017.0
